Name,Realm,Character,Tier,Element,Type,Owned
Countertek,VII,Shelke,SSB,NE,NA,True
Synaptic Net Dive,VII,Shelke,BSB,Lightning,PHY,True
Transparent Spark,VII,Shelke,USB,Lightning,PHY,True
Transparent Glimmer,VII,Shelke,USB,Lightning,PHY,False
Synaptic Current,VII,Shelke,Chain2,Lightning,PHY,False
Technical Defense,VII,Shelke,GL,NE,NA,False
Amber Eyes,VII,Shelke,GL2,Lightning,NA,False
Transparent Bolt,VII,Shelke,AW,Lightning,PHY,True
Transparent Fulmination,VII,Shelke,AW,Lightning,PHY,True
Transparent Thunder,VII,Shelke,Sync,Lightning,PHY,False
Transparent Gleam,VII,Shelke,Sync,Lightning,PHY,False
Transparent Flash,VII,Shelke,OLB,Lightning,PHY,False
Apex Synaptic Net Dive,VII,Shelke,AD,Lightning,PHY,False
Secret Desire,VII,Rude,SSB,NE,NA,False
Ultimate Grand Spark,VII,Rude,BSB,Earth,PHY MAG,False
Chain Grand Spark,VII,Rude,USB,Earth,PHY MAG,False
Chain of Stone,VII,Rude,Chain,Earth,PHY MAG,True
Rising Headbutt,VII,Rude,ASB,Earth Lightning,PHY MAG,False
Masterful Control,VII,Rude,GL,NE,NA,True
Spare Sunglasses,VII,Rude,GL2,Earth Lightning,NA,False
Earthwalker Conduction,VII,Rude,AW,Earth Lightning,PHY MAG,False
Thunderstone,VII,Rude,Sync,Earth Lightning,PHY MAG,False
Apex Grand Spark,VII,Rude,AD,Earth Lightning,PHY MAG,False
Awoken Ultimate Grand Spark,VII,Rude,DuAW,Earth Lightning,PHY MAG,False
Rookie Turk,VII,Elena,SSB,Fire,PHY,True
Elite Operator,VII,Elena,BSB,Fire,PHY,False
Special Bomb,VII,Elena,USB,Fire,PHY,True
Endless Fascination,VII,Elena,USB,Fire Lightning,PHY,False
Chain of Fire,VII,Elena,Chain,Fire,PHY,True
Rookie Rampage,VII,Elena,ASB,Fire Lightning,PHY,False
Super Sneak Attack,VII,Elena,GL2,Fire Lightning,NA,False
Sudden Bombardment,VII,Elena,GL,Fire,PHY,False
Exemplary Turks,VII,Elena,AW,Fire Lightning,PHY,False
Rookie Sneak Attack,VII,Elena,AW,Fire Lightning,PHY,False
Conductive Blast,VII,Elena,Sync,Fire Lightning,PHY,False
Awoken Rookie Turk,VII,Elena,DuAW,Fire Lightning,PHY,False
Apocalypse Genesis,VII,Genesis,USB,Fire,PHY,True
SOLDIER's Epic,VII,Genesis,ASB,Fire,PHY,False
Epic of Creation,VII,Genesis,GL2,Fire,PHY,True
Epic of Destruction,VII,Genesis,GL,Fire,NA,True
Epic of Heroism,VII,Genesis,GL2,NE,NA,False
Genesis Rhapsody,VII,Genesis,AW,Fire,PHY,False
Purgatorial Wave,VII,Genesis,Sync,Fire,PHY,False
Light of Doom,VII,Genesis,OLB,Fire,PHY,False
LOVELESS,VII,Genesis,AD,Fire,PHY,False
Rough Divide,VIII,Squall,Unique,Ice,PHY,True
Fated Circle,VIII,Squall,Unique,NE,PHY,False
Mystic Flurry,VIII,Squall,Unique,NE,PHY,False
Blasting Zone,VIII,Squall,SSB,NE,PHY,False
Lion's Roar,VIII,Squall,BSB,Fire Wind,PHY,True
Steely Blade,VIII,Squall,BSB,Ice,PHY,True
Revolver Drive,VIII,Squall,BSB,Fire,PHY,True
Sub-Zero Blast,VIII,Squall,OSB,Ice,PHY,True
Brutal Blast,VIII,Squall,USB,Ice,PHY,True
Lion of Destiny,VIII,Squall,USB,Ice,PHY,True
Fated Fangs,VIII,Squall,USB,Fire,PHY,True
Double Junction,VIII,Squall,USB,Ice Fire,PHY,True
Blasting Drive,VIII,Squall,ASB,Ice,PHY,True
Revolver Overdrive,VIII,Squall,ASB,Fire,PHY,False
Fated Aura,VIII,Squall,GL,Fire,NA,True
Blasting Force,VIII,Squall,GL2,Ice,NA,False
Fated Force,VIII,Squall,GL2,Fire,NA,True
Lion Force,VIII,Squall,GL2,NE,NA,False
Blasting Aura,VIII,Squall,GL,Ice,NA,True
Fatal Frost,VIII,Squall,AW,Ice,PHY,True
End of Flame,VIII,Squall,AW,Fire,PHY,False
Blasting Draw,VIII,Squall,AW,Ice Fire,PHY,False
Cross Your Heart,VIII,Squall,Sync,Ice,PHY,False
Burst Blade,VIII,Squall,Sync,Ice Fire,PHY,True
Fated Flame,VIII,Squall,Sync,Fire,PHY,False
Lion Heart,VIII,Squall,AD,Ice,PHY,False
Apex Draw & Junction,VIII,Squall,AD,Fire,PHY,False
Renzokuken Iceflame,VIII,Squall,OLB,Ice Fire,PHY,False
Bond (Squall),VIII,Squall,Chain4,ALL,PHY MAG,False
Woven Bond: Squall,VIII,Squall,CLB,ALL,PHY MAG,False
Awoken Steely Blade,VIII,Squall,DuAW,Ice,PHY,True
Angel Wing Bolt,VIII,Rinoa,Unique,Lightning,MAG,False
Angel Wing Quake,VIII,Rinoa,Unique,Earth,MAG,False
The Brothers,VIII,Rinoa,Unique,Earth,MAG,False
Wishing Star,VIII,Rinoa,SSB,NE,MAG,True
Angelo Strike,VIII,Rinoa,SSB,Earth,MAG,True
Sorceress's Awakening,VIII,Rinoa,BSB,Earth Ice,MAG,True
Angel Wing Ice Shards,VIII,Rinoa,BSB,Ice,MAG,True
Angelstar,VIII,Rinoa,OSB,Earth,MAG,False
Angel Wing Frost Vortex,VIII,Rinoa,USB,Ice,MAG,True
Angel Wing Earth Edict,VIII,Rinoa,USB,Earth,MAG,False
Angel Wing Ice Ruin,VIII,Rinoa,USB,Ice,MAG,True
Shiva,VIII,Rinoa,Chain,Ice,PHY MAG,True
Angel Wing Sublunar,VIII,Rinoa,Chain3,Ice,MAG,False
Angel Wing Comet,VIII,Rinoa,ASB,Ice Earth,MAG,True
Angel Wing Magic Mien,VIII,Rinoa,GL,NE,NA,True
Sublime Sorcery,VIII,Rinoa,GL2,NE,NA,False
Angel Wing Ice Dust,VIII,Rinoa,GL2,Ice,MAG,False
Grand Refrain,VIII,Rinoa,GL2,Earth,NA,False
Angel Wing Dash,VIII,Rinoa,GL2,NE,NA,False
Cherubim Shot,VIII,Rinoa,AW,Ice,MAG,False
Star Cradle,VIII,Rinoa,AW,Earth,MAG,True
Star of Hope,VIII,Rinoa,AW,Ice Earth,MAG,False
Angel Wing Firmament,VIII,Rinoa,Sync,Earth,MAG,True
Angel Wing Cross,VIII,Rinoa,Sync,Ice,MAG,False
Apocalypse R,VIII,Rinoa,Sync,Ice,MAG,False
Angel Wing Permafrost,VIII,Rinoa,OLB,Ice Earth,MAG,False
Angel Wind Extreme,VIII,Rinoa,AD,Ice,MAG,False
Woven Bond: Rinoa,VIII,Rinoa,CLB,ALL,PHY MAG,False
Awoken Cherubim Shot,VIII,Rinoa,DuAW,Ice,MAG,False
Maser Eye,VIII,Quistis,Unique,NE,MAG,True
Mighty Guard (VIII),VIII,Quistis,SSB,NE,NA,False
Cerberus,VIII,Quistis,SSB,NE,NA,True
Hail to the Queen,VIII,Quistis,BSB,Poison,MAG,False
Doomtrain,VIII,Quistis,OSB,Poison,MAG,True
Kingsguard,VIII,Quistis,USB,NE,NA,False
Mixed Breath,VIII,Quistis,USB,Water Poison,MAG,False
Lethal Poison Breath,VIII,Quistis,Chain2,Poison,PHY MAG,True
Savant's Teachings,VIII,Quistis,Chain3,ALL,PHY MAG,False
Triple Triad King,VIII,Quistis,ASB,Water Poison,MAG,False
Pride of the King,VIII,Quistis,GL,NE,NA,False
Aqua Bubbles,VIII,Quistis,GL2,Water,NA,False
King's Charge,VIII,Quistis,GL2,NE,NA,False
Lesson Time,VIII,Quistis,AW,Water Poison,MAG,False
Ultra Waves,VIII,Quistis,AW,Water Poison,MAG,True
Homing Laser,VIII,Quistis,Sync,Water Poison,MAG,False
Ray of Poison,VIII,Quistis,Sync,Poison,MAG,False
Apex Shockwave Pulsar,VIII,Quistis,AD,Water Poison,MAG,False
Guardian Doomtrain,VIII,Quistis,Guardian,Poison,MAG,False
Awoken Hail to the Queen,VIII,Quistis,DuAW,Poison,MAG,False
Burning Rave,VIII,Zell,Unique,NE,PHY,False
Meteor Barrage,VIII,Zell,Unique,NE,PHY,True
Different Beat,VIII,Zell,SSB,NE,PHY,False
Combat King,VIII,Zell,SSB,NE,PHY,True
Duelist,VIII,Zell,BSB,Fire,PHY,True
Fiery Meteor Barret,VIII,Zell,BSB,NE,PHY,False
Burning Duel,VIII,Zell,USB,Fire,PHY,True
King of the Ring,VIII,Zell,ASB,Fire,PHY,False
Assiduous Heat,VIII,Zell,GL2,Fire,NA,False
Cram Session,VIII,Zell,GL2,NE,NA,False
Academic Arts,VIII,Zell,GL,Fire,PHY,False
My Final Punch,VIII,Zell,AW,Fire,PHY,True
Flare Duel,VIII,Zell,Sync,Fire,PHY,True
My Final Heaven,VIII,Zell,AD,Fire,PHY,False
Fire Bond (Zell),VIII,Zell,Chain4,Fire,PHY,False
Dolphin Kick,VIII,Zell,OLB,Fire,PHY,False
Awoken Burning Rave,VIII,Zell,DuAW,Fire,PHY,True
Trabia's Light,VIII,Selphie,Unique,NE,NA,True
Rapture,VIII,Selphie,Unique,NE,MAG,True
Dreamstage,VIII,Selphie,SSB,NE,NA,True
Strange Vision,VIII,Selphie,BSB,Holy,MAG,True
Reality or Truth,VIII,Selphie,BSB,NE,NA,True
Slots Full Cure,VIII,Selphie,USB,NE,NA,True
Booyaka Slots,VIII,Selphie,USB,NE,NA,True
Trabia Slots,VIII,Selphie,USB,NE,NA,True
Slot Cure,VIII,Selphie,USB,NE,NA,True
Bon Vivant,VIII,Selphie,GL,NE,NA,True
Wall Slots,VIII,Selphie,GL2,NE,NA,True
Thoughts of Trabia,VIII,Selphie,GL2,NE,NA,False
Selphie's Band,VIII,Selphie,AW,NE,NA,False
Comrades' Return,VIII,Selphie,Sync,NE,NA,False
Vivifying Dance,VIII,Selphie,Sync,NE,MAG,False
Fast Ammo,VIII,Irvine,Unique,NE,PHY,False
Canister Shot,VIII,Irvine,Unique,NE,PHY,False
Dark Shot,VIII,Irvine,SSB,NE,PHY,True
Hyper Sniper,VIII,Irvine,SSB,NE,PHY,False
Flame Shot,VIII,Irvine,BSB,Fire,PHY,False
Hyper Canister,VIII,Irvine,BSB,Fire,PHY,True
Break Shot,VIII,Irvine,USB,Fire,PHY,True
Hyper Ignition,VIII,Irvine,USB,Fire,PHY,True
Bygone Days,VIII,Irvine,Chain2,ALL,PHY MAG,True
Quick Shot F,VIII,Irvine,ASB,Fire,PHY,False
Assault Standby,VIII,Irvine,GL2,Fire,NA,True
Armor Shot,VIII,Irvine,AW,Fire,PHY,True
Witch-Hunt Snipe,VIII,Irvine,AW,Fire,PHY,False
Quick Canister,VIII,Irvine,Sync,Fire,PHY,False
Demon Slice,VIII,Seifer,Unique,NE,PHY,False
Bloodfest,VIII,Seifer,Unique,NE,PHY,False
Zanzetsuken Reverse,VIII,Seifer,SSB,NE,PHY,True
Death by Committee,VIII,Seifer,SSB,Dark Lightning Wind,PHY,True
Sorceress's Knight,VIII,Seifer,BSB,Dark,PHY,True
Brutal Takedown,VIII,Seifer,BSB,Dark Fire,PHY,True
Forbidden Fellslash,VIII,Seifer,USB,Dark Fire,PHY,False
Knight of Destiny,VIII,Seifer,USB,Dark Fire,PHY,False
Sorceress Strings,VIII,Seifer,Chain2,Dark,PHY,True
Forbidden Bloodfest,VIII,Seifer,ASB,Dark Fire,PHY,True
Problem Child,VIII,Seifer,GL,Dark,PHY,True
Relentless Ambition,VIII,Seifer,GL2,Dark Fire,NA,False
Carnage Cut,VIII,Seifer,AW,Dark Fire,PHY,False
Forbidden Shadowflame Strike,VIII,Seifer,AW,Dark Fire,PHY,True
Absolutely No Mercy,VIII,Seifer,Sync,Dark Fire,PHY,False
Apex Zanzetsuken Reverse,VIII,Seifer,AD,Dark,PHY,False
Awoken Carnage Cut,VIII,Seifer,DuAW,Dark Fire,PHY,False
Missile Salvo,VIII,Laguna,Unique,NE,PHY,True
Desperado,VIII,Laguna,SSB,NE,PHY,True
Freezing Barrage,VIII,Laguna,SSB,Ice,PHY,True
Visions of the Past,VIII,Laguna,SSB,NE,PHY,False
Freezing Beam,VIII,Laguna,BSB,Ice,PHY,True
Split Laser,VIII,Laguna,BSB,Lightning,PHY,False
Ragnarok Buster,VIII,Laguna,USB,Ice,PHY,True
Ragnarok Blade,VIII,Laguna,USB,Ice,PHY,False
Junction Link,VIII,Laguna,Chain2,Ice,PHY,False
Freezing Crush,VIII,Laguna,ASB,Ice,PHY,True
Freeze Missiles,VIII,Laguna,GL,Ice,PHY,True
Junction Freeze,VIII,Laguna,GL2,Ice,NA,False
Junction Charge,VIII,Laguna,GL2,NE,NA,False
Tactical Attack,VIII,Laguna,AW,Ice,PHY,True
Parallel Desperado,VIII,Laguna,AW,Ice,PHY,False
Freezing Downpour,VIII,Laguna,Sync,Ice,PHY,False
Tactical Freeze,VIII,Laguna,OLB,Ice,PHY,False
Ultimate Ragnarok Cannon,VIII,Laguna,AD,Ice,PHY,False
Woven Bond: Laguna - Ice,VIII,Laguna,CLB,Ice,PHY,False
Awoken Desperado,VIII,Laguna,DuAW,Ice,PHY,False
Inaugural Parade,VIII,Edea,Unique,NE,NA,False
Ice Strike,VIII,Edea,SSB,Ice,MAG,True
Time Crush,VIII,Edea,SSB,Dark,MAG,False
Maelstrom,VIII,Edea,BSB,Ice Dark,MAG,True
Astral Time,VIII,Edea,USB,Ice Dark,MAG,True
Astral Realm,VIII,Edea,USB,Ice Dark,MAG,True
Ice Sorceress,VIII,Edea,Chain2,Ice,MAG,False
Grief Judgment,VIII,Edea,ASB,Ice Dark,MAG,False
Power Succession,VIII,Edea,GL,Ice,NA,True
Cold-Hearted Guise,VIII,Edea,GL2,Ice,NA,True
Sweet Frozen Dream,VIII,Edea,GL2,Ice,MAG,False
Dread Sorceress,VIII,Edea,GL2,Ice Dark,NA,False
Astral Soul,VIII,Edea,AW,Ice Dark,MAG,False
Beyond Return,VIII,Edea,AW,Ice Dark,MAG,False
Sourcerous Binding,VIII,Edea,Sync,Ice Dark,MAG,False
Willful Hatred,VIII,Edea,Sync,Dark,MAG,False
Frost Flash (Edea),VIII,Edea,GLB,Ice,MAG,False
Apex Ice Strike,VIII,Edea,AD,Ice,MAG,True
Sweetest Blow,VIII,Edea,AD,Dark,MAG,False
Awoken Time Crush,VIII,Edea,DuAW,Ice Dark,MAG,False
Aura (VIII),VIII,Raijin,SSB,NE,NA,True
Raijin Special,VIII,Raijin,BSB,Lightning,PHY,False
Dragon Rising,VIII,Raijin,OSB,Lightning,PHY,True
Dragon Soaring,VIII,Raijin,USB,Lightning,PHY,True
Lightning Raid,VIII,Raijin,USB,Lightning,PHY,False
Dragon Ascent,VIII,Raijin,ASB,Lightning,PHY,False
Thundering Hammer,VIII,Raijin,GL,Lightning,NA,False
Indomitable Will,VIII,Raijin,GL2,NE,NA,False
Valiant Assault,VIII,Raijin,GL2,NE,NA,False
Indomitable Thunderclap,VIII,Raijin,GL2,NE,NA,False
Stormcall,VIII,Raijin,AW,Lightning,PHY,False
Thunderstorm Assault,VIII,Raijin,Sync,Lightning,PHY,True
Raijin Destruction Special,VIII,Raijin,OLB,Lightning,PHY,False
Apex Raijin Special,VIII,Raijin,AD,Lightning,PHY,False
Awoken Lightning Raid,VIII,Raijin,DuAW,Lightning,PHY,False
Jin,VIII,Fujin,Unique,NE,NA,True
Zan,VIII,Fujin,SSB,Wind,MAG,True
Metsu,VIII,Fujin,BSB,Wind,MAG,True
Into the Storm,VIII,Fujin,OSB,Wind,MAG,False
Storm,VIII,Fujin,USB,Wind,MAG,True
Shou,VIII,Fujin,Chain2,Wind,MAG,False
Bluster,VIII,Fujin,ASB,Wind,MAG,False
Winds,VIII,Fujin,GL,Wind,NA,False
Nagi,VIII,Fujin,GL2,NE,NA,False
Periphery,VIII,Fujin,GL2,Wind,NA,False
Ran,VIII,Fujin,AW,Wind,MAG,True
Ka,VIII,Fujin,AW,Wind,MAG,True
Fusai,VIII,Fujin,Sync,Wind,MAG,False
Kakeru,VIII,Fujin,OLB,Wind,MAG,False
Fuzan,VIII,Fujin,AD,Wind,MAG,False
Awoken Metsu,VIII,Fujin,DuAW,Wind,MAG,False
Interesting Times,VIII,Kiros,SSB,NE,PHY,True
Exsanguination,VIII,Kiros,BSB,Dark Ice,PHY,False
Katar Dance,VIII,Kiros,USB,Dark Ice,PHY,False
Switch Reduction,VIII,Kiros,GL2,Dark Ice,NA,False
Repeated Exsanguination,VIII,Kiros,AW,Dark Ice,PHY,False
Exotic Impact,VIII,Kiros,Sync,Dark Ice,PHY,False
Thirst for Life,VIII,Kiros,OLB,Dark Ice,PHY,True
Wordless Promise,VIII,Ward,SSB,NE,NA,False
Massive Anchor,VIII,Ward,BSB,Earth Wind,PHY,False
Anchor Rain,VIII,Ward,USB,Water Ice Earth,PHY,True
Quick Critical,VIII,Ward,GL2,NE,NA,False
Anchor Crush,VIII,Ward,AW,Water Ice Earth,PHY,True
Anchoring Trio,VIII,Ward,Sync,Water Ice Earth,PHY,False
True Maelstrom,VIII,Ultimecia,BSB,Wind Dark,MAG,True
Sorceress Call,VIII,Ultimecia,OSB,Wind Dark,MAG,True
Cycle of Steel,VIII,Ultimecia,USB,Wind Dark,MAG,True
Hell's Judgment,VIII,Ultimecia,USB,Wind Dark,MAG,True
Blades of Time,VIII,Ultimecia,ASB,Wind Dark,MAG,False
Veil of Shadows,VIII,Ultimecia,GL2,Wind,NA,False
Temporal Dominance,VIII,Ultimecia,GL2,Dark,MAG,False
Time Tamperer,VIII,Ultimecia,GL,NE,NA,True
Apocalypse (VIII),VIII,Ultimecia,AW,Wind Dark,MAG,True
Dancing Axe,VIII,Ultimecia,AW,Wind Dark,MAG,False
Shockwave Pulsar,VIII,Ultimecia,Sync,Wind,MAG,False
Abyssal Attractor,VIII,Ultimecia,Sync,Dark,MAG,False
Wind Raiment (Ultimecia),VIII,Ultimecia,GLB,Wind,NA,False
Apex Maelstrom,VIII,Ultimecia,AD,Dark,MAG,False
Awoken Apocalypse,VIII,Ultimecia,DuAW,Wind Dark,MAG,True
Wind Bond (Ultimecia),VIII,Ultimecia,Chain4,Wind,MAG,False
Scoop Art,IX,Zidane,Unique,NE,PHY,False
Rumble Rush,IX,Zidane,Unique,NE,PHY,True
Shift Break,IX,Zidane,SSB,NE,PHY,False
Storm Impulse,IX,Zidane,SSB,Wind,PHY,True
Stellar Circle 5,IX,Zidane,BSB,Wind,PHY,True
Solution 9,IX,Zidane,BSB,Wind,PHY,True
Meo Twister,IX,Zidane,OSB,Wind,PHY,True
Gale Unbound,IX,Zidane,USB,Wind,PHY,False
Grand Lethal,IX,Zidane,USB,Wind,PHY,True
Bond (Zidane),IX,Zidane,Chain4,ALL,PHY MAG,False
Rumble Twister,IX,Zidane,ASB,Wind,PHY,True
Aerial Ace,IX,Zidane,GL,Wind,PHY,True
Tail Draft,IX,Zidane,GL2,Wind,NA,False
Reverse Gaia,IX,Zidane,AW,Wind,PHY,True
True Stellar Circle 5,IX,Zidane,AW,Wind,PHY,False
Not Alone,IX,Zidane,Sync,Wind,PHY,False
Blast Flag,IX,Zidane,OLB,Wind,PHY,False
Wind Raiment (Zidane),IX,Zidane,GLB,Wind,NA,False
Grand Lethal Extreme,IX,Zidane,AD,Wind,PHY,True
Awoken Storm Impulse,IX,Zidane,DuAW,Wind,PHY,False
Leviathan,IX,Garnet,Unique,Water,MAG,False
Ramuh,IX,Garnet,Unique,Lightning,MAG,False
Divine Guardian,IX,Garnet,SSB,NE,NA,True
Enveloping Warmth,IX,Garnet,SSB,NE,NA,False
Dagger of Resolve,IX,Garnet,BSB,Lightning Holy,MAG,True
Trial by Lightning,IX,Garnet,BSB,Lightning,MAG,True
Trance Ramuh,IX,Garnet,USB,Lightning,MAG,False
Secret Bloodline,IX,Garnet,USB,Lightning,MAG,True
Thunderstorm Princess,IX,Garnet,USB,Lightning Holy,MAG,False
Resilient Memories,IX,Garnet,Chain2,Lightning,MAG,False
Decisive Thunderclap,IX,Garnet,ASB,Lightning,MAG,False
Maiden's Mettle,IX,Garnet,GL2,NE,NA,False
Soul of Ramuh,IX,Garnet,GL2,Lightning Holy,NA,False
Maiden's Summon,IX,Garnet,GL,Lightning,MAG,False
Thunder Serenade,IX,Garnet,AW,Lightning,MAG,False
Summoner's Legacy,IX,Garnet,AW,Lightning Holy,MAG,True
Peridot Thunder,IX,Garnet,Sync,Lightning,MAG,False
Rendezvous Hour,IX,Garnet,Sync,Holy Lightning,MAG,False
Truespark Anthem,IX,Garnet,OLB,Lightning,MAG,True
Thundering Dark,IX,Garnet,AD,Lightning,MAG,False
Awoken Ramuh,IX,Garnet,DuAW,Lightning,MAG,False
Doublecast Venom,IX,Vivi,Unique,Poison,MAG,False
Doublecast Meteorite,IX,Vivi,Unique,NE,MAG,True
Doublecast Decay,IX,Vivi,SSB,Dark,MAG,False
Magic Fury,IX,Vivi,BSB,Fire Lightning Ice,MAG,True
Proof of Existence,IX,Vivi,BSB,Fire,MAG,True
Life's Torch,IX,Vivi,OSB,Fire,MAG,False
King of Jump Rope,IX,Vivi,USB,NE,NA,True
Beyond the Twilight,IX,Vivi,USB,Fire,MAG,False
Clamorous Magic,IX,Vivi,USB,Ice Water Lightning,MAG,False
Freezing Shock,IX,Vivi,USB,Fire Ice Lightning,MAG,False
Trance Empower Vivi,IX,Vivi,Chain3,Fire,MAG,False
Fleeting Life,IX,Vivi,ASB,Fire,MAG,True
Freezing Sparkhammer,IX,Vivi,ASB,Ice Lightning,MAG,False
Stoke Flames,IX,Vivi,GL2,Fire,NA,True
True Black Mage,IX,Vivi,GL,Fire,NA,True
Spontaneity,IX,Vivi,GL,Ice Lightning,NA,False
Magic Airs,IX,Vivi,GL2,Fire Ice Lightning,NA,False
Black Mage Evolution,IX,Vivi,GL2,NE,NA,True
Balefire Pyre,IX,Vivi,AW,Fire,MAG,True
Tipping Point,IX,Vivi,AW,Ice Lightning,MAG,True
Athlete Queen,IX,Vivi,AW,Fire Ice Lightning,MAG,True
Glittering Flame,IX,Vivi,Sync,Fire,MAG,False
Icebolt Advent,IX,Vivi,Sync,Ice Lightning,MAG,True
Elemental Ball,IX,Vivi,OLB,Fire Ice Lightning,MAG,True
Doomsday Icebolt,IX,Vivi,AD,Ice Lightning,MAG,False
Doomsday,IX,Vivi,AD,Fire,MAG,True
Awoken Balefire Pyre,IX,Vivi,DuAW,Fire,MAG,True
Thunder Slash,IX,Steiner,Unique,Lightning,PHY,False
Sword Art Stock Break,IX,Steiner,Unique,NE,PHY,False
Sword Art Climhazzard,IX,Steiner,SSB,NE,PHY,False
Sword Magic Firaga,IX,Steiner,SSB,Fire,PHY,False
Knight's Honor,IX,Steiner,BSB,Fire,PHY,True
Knight's Oath,IX,Steiner,BSB,Fire Lightning Ice,PHY,False
Imbued Blade,IX,Steiner,OSB,Fire Lightning Ice,PHY,False
Enlightened Blade,IX,Steiner,USB,Fire Lightning Ice,PHY,False
Steiner Rush,IX,Steiner,USB,Fire Lightning Ice,PHY,True
Sworn Protector,IX,Steiner,Chain2,ALL,PHY MAG,True
Frostfire Thunder Slash,IX,Steiner,ASB,Fire Lightning Ice,PHY,True
Enduring Loyalty,IX,Steiner,GL2,NE,NA,False
Ironclad Vow,IX,Steiner,GL,NE,NA,False
Just a Flesh Wound,IX,Steiner,GL2,Fire Lightning Ice,NA,False
Double Climhazzard,IX,Steiner,AW,Fire Lightning Ice,PHY,True
Triple Minus Strike,IX,Steiner,AW,Fire Lightning Ice,PHY,True
Double Shock,IX,Steiner,Sync,Fire Lightning Ice,PHY,False
Reckless Blade,IX,Steiner,Sync,Fire Lightning Ice,PHY,False
Frostfire Thunder Carnage,IX,Steiner,OLB,Fire Lightning Ice,PHY,True
Charge!,IX,Steiner,AD,Fire Lightning Ice,PHY,False
Dragon Breath,IX,Freya,Unique,NE,PHY,False
Six Dragons,IX,Freya,SSB,Wind,PHY,False
Cherry Blossom,IX,Freya,SSB,Wind,PHY,False
Dragon's Crest,IX,Freya,BSB,Wind,PHY,True
Moonblossom Dragon,IX,Freya,USB,Wind,PHY,True
Dragoon's Storm,IX,Freya,USB,Wind,PHY,False
Sandstorm Lance,IX,Freya,USB,Wind,PHY,False
Chain of Air,IX,Freya,Chain,Wind,PHY MAG,True
Lunar Ray,IX,Freya,ASB,Wind,PHY,False
Eternal Harvest,IX,Freya,GL2,Wind,NA,False
Dragon Mastery,IX,Freya,GL2,NE,NA,False
Dragon Cross,IX,Freya,AW,Wind,PHY,False
Homeland's Honor,IX,Freya,AW,Wind,PHY,False
Cliffdance Winds,IX,Freya,Sync,Wind,PHY,False
Apex Dragon's Crest,IX,Freya,AD,Wind,PHY,False
Awoken Dragon Breath,IX,Freya,DuAW,Wind,PHY,False
Mighty Guard (IX),IX,Quina,Unique,NE,NA,False
Angel's Snack,IX,Quina,Unique,NE,NA,False
Frog Drop,IX,Quina,SSB,NE,PHY,False
Angel's Banquet,IX,Quina,BSB,Water,PHY,True
Pumpkin Head,IX,Quina,BSB,NE,PHY,True
Culinary Curiosity,IX,Quina,USB,NE,NA,True
Midnight Snack,IX,Quina,USB,Water Earth Poison,PHY,False
So Happy,IX,Quina,Chain3,ALL,PHY MAG,False
Delta Def-Less,IX,Quina,GL,Water Earth Poison,NA,True
Self Matra Magic,IX,Quina,GL2,NE,NA,True
Angelic White Wind,IX,Quina,GL2,NE,NA,False
Quina's Sampling,IX,Quina,GL2,NE,NA,False
Delicious Discovery!,IX,Quina,AW,Water Earth Poison,PHY,False
Taste Test!,IX,Quina,AW,NE,NA,False
Culinary Climb,IX,Quina,Sync,Water Earth Poison,PHY,True
Emerald Light,IX,Eiko,Unique,NE,NA,False
Withering Winds,IX,Eiko,Unique,Wind,MAG,False
Flames of Rebirth,IX,Eiko,SSB,NE,NA,True
Prayer of the Lost,IX,Eiko,BSB,NE,NA,False
Guardian Mog,IX,Eiko,USB,NE,NA,True
Trance Regenga,IX,Eiko,USB,NE,NA,True
Soothing Flute,IX,Eiko,USB,NE,NA,False
Sonic Homing,IX,Eiko,USB,Holy Wind,MAG,True
Phoenix Feather,IX,Eiko,USB,NE,NA,False
Homing Blast,IX,Eiko,ASB,Holy Wind,MAG,False
Eiko's Secret Weapon,IX,Eiko,GL2,Wind,NA,False
Nacre Light,IX,Eiko,GL2,NE,NA,False
Sleight of Eiko,IX,Eiko,GL,NE,NA,True
Terra Homing,IX,Eiko,AW,Holy Wind,MAG,True
Twin Maiden Prayer,IX,Eiko,AW,NE,NA,True
Seraphic Rebirth,IX,Eiko,Sync,Holy Wind,MAG,False
Blessed Winds,IX,Eiko,Sync,Wind Holy,MAG,False
Apex Terra Homing,IX,Eiko,AD,Wind,MAG,True
Guardian Madeen,IX,Eiko,Guardian,Wind Holy,MAG,False
Aura,IX,Amarant,Unique,NE,NA,False
Scarlet Elan,IX,Amarant,Unique,NE,PHY,True
Power Throw,IX,Amarant,SSB,NE,PHY,False
Fists of Flame,IX,Amarant,BSB,Fire,PHY,False
Faithful Fist,IX,Amarant,USB,Fire,PHY,False
Detonating Fist,IX,Amarant,USB,Fire Lightning,PHY,False
Outlaw Combo,IX,Amarant,ASB,Fire Lightning,PHY,True
Outlaw Spirit,IX,Amarant,GL,Fire,NA,False
Outlaw Soul,IX,Amarant,GL2,Fire,NA,False
Hidden Vocation,IX,Amarant,AW,Fire,PHY,True
Blazing Godfist,IX,Amarant,AW,Fire,PHY,False
Ironfire Countdown,IX,Amarant,Sync,Fire,PHY,False
Bond Flash (Amarant),IX,Amarant,GLB,NE,NA,False
Awoken Scarlet Elan,IX,Amarant,DuAW,Fire,PHY,False
Seiken Stock Break,IX,Beatrix,Unique,Holy,PHY,True
Rose of May,IX,Beatrix,Unique,NE,PHY,True
